Gene	Mono_A375_1	Mono_A375_2	Mono_A375_3	CC_A375_1	CC_A375_2	CC_A375_3
ANP32A	2118.811286	2053.856185	2016.559193	2538.128983	2609.899398	2727.448427
ANP32AP1	0.990561611	3.012991958	5.884900369	7.959636167	7.805306611	9.23167952
ANP32B	3574.936854	3469.962405	3329.872792	4217.612214	4426.584511	4362.481444
ANP32BP1	4.952808055	7.03031457	6.865717097	6.964681646	9.756633263	11.28316386
ANP32BP2	0	0	0	0	0	0
ANP32BP3	0	0	0	0	0	0
ANP32C	1.981123222	1.004330653	0	0	1.951326653	1.025742169
ANP32D	0	0	0	0	0.975663326	0
ANP32E	1470.983992	1422.132204	1481.033259	1940.161316	2009.866452	2129.440743
ANPEP	8982.412688	8905.399898	9620.831286	8598.396969	8084.346322	8564.94711
ANTXR1	1301.597957	1295.586542	1336.8532	1292.445923	1195.187575	1143.702518
ANTXR2	754.8079475	747.2220057	720.9002951	814.8677526	735.650148	846.2372893
ANXA1	15801.43882	14512.57793	20258.76952	21877.06	21563.13517	20739.48091
ANXA10	0	0	0.980816728	0	0	0
ANXA11	5687.80477	5628.268978	5689.71784	3972.853402	3543.609201	3753.190596
ANXA13	0.990561611	2.008661306	0	0.994954521	0	0
ANXA2	9993.776093	10579.6191	11246.0446	24099.7884	22164.14378	20386.62561
ANXA2P1	5.943369666	14.06062914	7.846533825	14.92431781	14.63494989	10.25742169
ANXA2P2	27.73572511	40.17322611	23.53960147	74.62158906	55.6128096	70.77620965
ANXA2P3	0	0	2.942450184	2.984863563	2.926989979	6.154453013
ANXA2R	114.9051469	102.4417266	91.21595571	83.57617975	80.00439276	98.47124821
ANXA3	0	1.004330653	0	3.979818083	0.975663326	0
ANXA4	1532.398812	1567.760149	1490.841427	1603.866688	1522.034789	1707.860711
ANXA5	7943.313558	8171.234191	7488.535719	8875.98928	9632.724021	10648.22945
ANXA6	3233.193098	3555.330511	3465.2255	2670.457934	2633.315318	2760.272176
ANXA7	1743.388435	1590.859754	1634.040669	1841.660818	1884.981546	2156.110039
ANXA9	158.4898577	155.6712512	125.5445412	106.4601337	105.3716392	110.7801542
AOAH	5.943369666	5.021653264	2.942450184	2.984863563	0	2.051484338
AOAH-IT1	0	0	0	0	0	0
AOC1	0.990561611	0	0	0	0	0
AOC2	44.57527249	33.14291154	48.06001968	57.70736221	58.53979958	49.23562411
AOC3	15.84898577	19.0822824	13.73143419	6.964681646	10.73229659	21.54058555
AOC4P	0	0	0	0	0	0
AOX1	101.0372843	97.42007332	111.813107	288.536811	327.8228776	379.5246025
AOX2P	0	0	0	0	0	0
AOX3P	0	0	0	0	0	0
AP000146	0	0	0	0	0	0
AP000221	0	0	0	0.994954521	0	0
AP000223	1.981123222	0	0	0.994954521	0	0
AP000230	2.971684833	3.012991958	0	1.989909042	0	3.077226507
AP000233	0	1.004330653	0	0	0	0
AP000235	0	0	0	0	0	0
AP000240	1.981123222	3.012991958	0	1.989909042	3.902653305	3.077226507
AP000244	0	0	0	0	0	0
AP000251	3.962246444	8.034645222	2.942450184	4.974772604	8.780969937	5.128710844
AP000253	0.990561611	1.004330653	0	0.994954521	0	1.025742169
AP000254	7.924492887	12.05196783	7.846533825	9.949545208	0.975663326	5.128710844
AP000255	0	0	0	0	0	0
AP000265	0.990561611	0	0	0	0	0
AP000266	0	1.004330653	0	0.994954521	0	0
AP000275	0	0	0	0	0	0
AP000281	10.89617772	9.038975875	9.808167281	5.969727125	9.756633263	7.180195182
AP000282	0	0	0	0	0	0
AP000289	0	0	1.961633456	0.994954521	0.975663326	0
AP000290	0	0	0	0	0	0
AP000295	0	0	0	0	0	0
AP000302	0	0	0	0	0	0
AP000304	0	0	0	0	0	0
AP000318	0	0	1.961633456	0	1.951326653	0
AP000320	0.990561611	1.004330653	0	0	0	0
AP000322	2.971684833	5.021653264	5.884900369	0	0	0
AP000343	0.990561611	0	0	0	1.951326653	0
AP000344	0	0	0	0	0	0
AP000345	0	0	0	0	0	0
AP000347	7.924492887	6.025983917	6.865717097	4.974772604	0.975663326	0
AP000349	0	0	0	0	0	0
AP000350	12.87730094	18.07795175	17.65470111	10.94449973	7.805306611	8.205937351
AP000351	0	0	0	0	0	0
AP000354	0	0	0.980816728	1.989909042	0	0
AP000355	0	0	0	0	0	0
AP000356	0	0	0	0	0	0
AP000357	1.981123222	0	0	0	1.951326653	0
AP000358	0	0	0	0	0	0
AP000361	0	0	0	0	0	0
AP000362	0	0	0	0	0	0
AP000402	0	0	0	0	0	0
AP000403	0	0	0	0	0	0
AP000431	0	0	0	0	0	0
AP000432	0	0	0	0	0	0
AP000435	0	0	0	0	0	0
AP000436	0	0	0	0.994954521	0	0
AP000438	0	0	0	0.994954521	0	0
AP000439	163.4426658	146.6322753	147.1225092	254.7083573	264.4047614	260.5385109
AP000442	4.952808055	14.06062914	10.78898401	7.959636167	8.780969937	8.205937351
AP000445	0	0	0	0	0	0
AP000459	0	0	0	0	0	0
AP000462	0	0	0.980816728	0	0	0
AP000469	0	0	0	0	0	0
AP000470	0	0	0	0.994954521	0	0
AP000472	10.89617772	16.06929044	21.57796802	21.88899946	18.5376032	21.54058555
AP000473	0	0	1.961633456	0.994954521	0.975663326	0
AP000474	1.981123222	0	0.980816728	0.994954521	0	0
AP000476	34.66965638	29.12558893	40.21348585	31.83854467	34.14821642	23.59206988
AP000477	0	0	0	0	0	2.051484338
AP000479	0	0	0	0	0	0
AP000487	18.82067061	29.12558893	16.67388438	34.82340823	31.22122644	30.77226507
AP000563	0	0	0	0	0	0
AP000567	0	0	0	0	0	0
AP000568	0	0	1.961633456	0	0	0
AP000569	5.943369666	2.008661306	4.90408364	2.984863563	4.878316632	1.025742169
AP000580	0	0	0	0	0	0
AP000593	0.990561611	0	1.961633456	2.984863563	0	1.025742169
AP000619	2.971684833	3.012991958	5.884900369	4.974772604	1.951326653	3.077226507
AP000620	0	2.008661306	0.980816728	0.994954521	0	1.025742169
AP000640	7.924492887	5.021653264	6.865717097	3.979818083	6.829643284	2.051484338
AP000641	0	0	0	0	0	0
AP000647	0	0	0	0	0	0
AP000648	0	0	0	0	0	0
AP000654	0	0	0	0	0	1.025742169
AP000662	2.971684833	6.025983917	4.90408364	6.964681646	7.805306611	12.30890603
AP000679	0	0	0	0	0	0
AP000688	1.981123222	4.017322611	1.961633456	2.984863563	1.951326653	0
AP000692	1.981123222	6.025983917	3.923266912	2.984863563	10.73229659	6.154453013
AP000695	14.85842416	24.10393567	13.73143419	3.979818083	6.829643284	7.180195182
AP000696	0	0	0	0	0	0
AP000697	0	0	0	0	0	0
AP000704	15.84898577	17.0736211	15.69306765	6.964681646	8.780969937	9.23167952
AP000705	14.85842416	19.0822824	9.808167281	10.94449973	10.73229659	8.205937351
AP000708	0.990561611	0	0.980816728	0.994954521	3.902653305	0
AP000721	0	0	0	0	0	0
AP000769	0	0	0	0	0	0
AP000770	0	0	0	0	0	0
AP000797	0	1.004330653	0.980816728	0	0	0
AP000855	0	0	0	0	0	0
AP000857	0	0	0	0	0	0
AP000859	0	0	0	0	0	0
AP000860	0	0	0	0	0	0
AP000867	0	0	0	0	0	0
AP000889	0	0	0	0	0	0
AP000892	0.990561611	2.008661306	0	0.994954521	0	1.025742169
AP000925	0	0	0.980816728	0.994954521	0	0
AP000936	2.971684833	8.034645222	10.78898401	6.964681646	7.805306611	6.154453013
AP000946	0	0	0	0	0	0
AP000949	0	1.004330653	0	0	0	1.025742169
AP000959	3.962246444	2.008661306	0.980816728	0.994954521	0	0
AP000962	0	0	0.980816728	0	0	0
AP000997	0	0	0	0	0.975663326	0
AP000998	0	0	0	0	0	0
AP001042	0	0	0	0	0	0
AP001043	0	0	0	0	0	0
AP001046	0	0	0	0	0	0
AP001048	0	0	0	0	0	0
AP001055	0.990561611	0	0	0.994954521	0	1.025742169
AP001056	0	0	0.980816728	0	0	0
AP001057	18.82067061	19.0822824	20.59715129	36.81331727	29.26989979	30.77226507
AP001058	1.981123222	4.017322611	1.961633456	5.969727125	13.65928657	3.077226507
AP001059	0	0	0	0	0	0
AP001062	28.72628672	33.14291154	32.36695203	10.94449973	13.65928657	13.3346482
AP001063	0	0	0	0	0	0
AP001065	70.32987438	61.26416982	66.69553751	50.74268056	57.56413625	44.10691326
AP001092	0	0	0	0	0	0
AP001136	0	0	0	0	0	0
AP001171	0	0	0	0	0	0
AP001172	0	0	0	0	0	0
AP001187	0	0	0	0	0.975663326	0
AP001189	0	0	0	0	0	0
AP001255	0	2.008661306	0	0	0	0
AP001257	0.990561611	0	0	0	0	0
AP001258	50.51864216	58.25117786	41.19430258	46.76286248	38.05086973	37.95246025
AP001271	0	0	0	0.994954521	0	0
AP001331	0	0	0	0	0	0
AP001342	0	0	0	0	0	0
AP001347	5.943369666	8.034645222	4.90408364	3.979818083	9.756633263	5.128710844
AP001372	66.36762793	68.29448439	77.48452152	60.69222577	59.51546291	58.46730362
AP001412	6.933931276	4.017322611	3.923266912	2.984863563	7.805306611	9.23167952
AP001425	0	1.004330653	1.961633456	1.989909042	0	0
AP001429	0.990561611	0	0	0	0	0
AP001432	0	0	0.980816728	0.994954521	3.902653305	0
AP001434	0	0	0	0	0	0
AP001437	1.981123222	1.004330653	1.961633456	0	0	1.025742169
AP001439	0	1.004330653	0	0	0	0
AP001442	0.990561611	0	0	0	0	0
AP001462	2.971684833	3.012991958	4.90408364	0.994954521	4.878316632	2.051484338
AP001464	0	0	0	0	0	0
AP001465	0	0	0	0	0	0
AP001468	0	0	0	0	0	0
AP001469	17.830109	22.09527436	24.5204182	16.91422685	19.51326653	32.8237494
AP001471	0	1.004330653	2.942450184	0	0.975663326	0
AP001476	0	0	0	0	0	0
AP001595	0	0	0	0	0	0
AP001596	1.981123222	8.034645222	3.923266912	6.964681646	5.853979958	8.205937351
AP001601	1.981123222	1.004330653	0.980816728	2.984863563	4.878316632	3.077226507
AP001604	1.981123222	2.008661306	0	1.989909042	0	1.025742169
AP001605	0	0	0	0	0	0
AP001607	0	0	0	0	0	0
AP001610	0	0	0	0	0	0
AP001615	0	0	0	0	0	0
AP001619	0.990561611	0	0.980816728	1.989909042	4.878316632	2.051484338
AP001625	0.990561611	1.004330653	0	0	0	0
AP001626	1.981123222	2.008661306	0	1.989909042	2.926989979	4.102968675
AP001627	0	0	0	0	0	1.025742169
AP001628	0.990561611	0	0	2.984863563	0	0
AP001630	0	0	0	0	0	0
AP001631	0	0	0.980816728	0.994954521	0	0
AP001891	0	0	0	0	0	0
AP002381	5.943369666	6.025983917	0.980816728	1.989909042	2.926989979	3.077226507
AP002414	0	0	0	0	0	0
AP002530	0	1.004330653	0.980816728	0	0	0
AP002856	0	0	0	0	0.975663326	0
AP002884	0	0	0	0	0	0
AP002954	7.924492887	3.012991958	3.923266912	3.979818083	3.902653305	4.102968675
AP003025	0	0	0	0	0	0
AP003068	28.72628672	41.17755676	33.34776876	36.81331727	30.24556312	25.64355422
AP003385	0	0	0	0	0	0
AP003419	0	0	0	0	0	0
AP003774	2.971684833	1.004330653	1.961633456	3.979818083	0.975663326	2.051484338
AP004289	0	0	0	0	0	0
AP004290	0	0	0	0.994954521	0	0
AP004372	0	0	0	0.994954521	3.902653305	2.051484338
AP004550	0	0	0	0	0	0
AP005135	0	0	0	0	0	0
AP005273	0	0	0	0	0	0
AP005530	0	0	0	0	0	0
AP005901	0	0	0	0	0	0
AP006216	0	4.017322611	1.961633456	1.989909042	2.926989979	2.051484338
AP006222	0.990561611	0	1.961633456	0	0	0
AP006285	0	0	0	0	0	0
AP006288	0	0	0	0	0	0
AP006294	0	0	0	0	0	0
AP006547	0	0	0	0.994954521	0	0
AP006621	129.763571	137.5932994	97.10085608	78.60140715	65.36944286	60.51878796
AP006748	0	0	0	0	0	0
AP1AR	855.8452318	771.3259414	861.1570873	772.0847082	860.5350538	861.6234218
AP1B1	1914.755594	1873.076667	1905.726903	2261.531626	2344.518973	2367.412926
AP1B1P1	0	0	0	0	0	0
AP1B1P2	0	0	0	0	0	0
AP1G1	1583.908016	1666.184553	1531.054913	1699.382322	1638.138725	1556.05087
AP1G2	220.8952392	248.0696712	201.0674293	250.7285393	185.376032	201.0454651
AP1M1	2012.821193	1868.055014	1817.453397	2436.643622	2374.764536	2142.775391
AP1M2	183.253898	171.7405416	198.1249791	171.1321776	217.5729218	195.9167543
AP1S1	3732.43615	3544.282874	4093.929023	4041.505264	4285.113329	4338.889374
AP1S2	1772.114722	1751.552658	1763.508477	870.5852057	847.8514306	853.4174845
AP1S2P1	0	0	0	0	0	0
AP1S3	33.67909477	34.1472422	39.23266912	61.68718029	100.4933226	73.85343616
AP2A1	2536.828286	2602.220721	2457.926721	2373.961487	2153.288961	2146.878359
AP2A2	879.6187105	882.8066438	843.5023862	590.0080309	577.5926892	629.8056917
AP2B1	4030.595195	4102.690717	4072.351055	5040.439603	4774.896319	5431.304784
AP2M1	4969.647602	4882.051303	4574.52922	5281.218597	5023.690467	4890.738661
AP2S1	3329.277574	3201.806121	2987.567754	3651.483091	3447.018532	3452.64814
AP3B1	1559.143976	1611.950698	1391.778937	1356.123012	1275.191967	1226.787634
AP3B2	41.60358766	25.10826632	32.36695203	24.87386302	16.58627655	15.38613253
AP3D1	2807.251605	2697.632133	2914.006499	3171.915012	3192.370404	3190.058145
AP3M1	900.4205043	921.9755393	836.6366691	975.0554304	949.3204165	927.2709206
AP3M2	552.7333789	602.5983917	501.1973481	499.4671695	533.6878395	563.1324507
AP3S1	1419.474788	1379.950317	1420.222622	2731.15016	3138.708921	3400.33529
AP3S2	403.1585756	375.6196641	370.7487232	455.6891705	414.6569137	422.6057736
AP4B1	218.914116	210.9094371	203.0290627	215.905131	253.6724648	234.8949567
AP4B1-AS1	1.981123222	1.004330653	3.923266912	1.989909042	0.975663326	4.102968675
AP4E1	458.6300259	506.182649	503.1589815	524.3410325	502.4666131	527.2314748
AP4M1	420.9886846	388.6759626	369.7679065	382.062536	359.0441041	395.9364772
AP4S1	38.63190283	46.19921003	51.98328659	63.67708933	94.63934265	58.46730362
AP5B1	553.7239405	476.0527294	513.9479655	281.5721294	253.6724648	252.3325735
AP5M1	356.6021799	342.4767526	425.67446	260.6780845	272.210068	264.6414796
AP5S1	367.4983577	374.6153335	413.9046593	331.3198554	369.7764007	384.6533133
AP5Z1	1475.9368	1530.599915	1455.532024	1082.510519	1031.276136	975.4808026
APAF1	216.9329928	256.1043165	238.3384649	165.1624505	149.2764889	125.1405446
APBA1	9.905616109	11.04763718	12.75061747	1.989909042	1.951326653	10.25742169
APBA2	682.4969499	733.1613765	686.5717097	740.2461635	767.8470378	807.2590869
APBA3	392.2623979	399.7235998	394.2883247	288.536811	304.4069578	293.3622603
APBB1	371.4606041	366.5806883	354.0748388	322.3652648	288.7963446	251.3068314
APBB1IP	0	1.004330653	0	0	0	0
APBB2	974.7126251	990.2700237	930.795075	1650.62955	1639.114388	1741.710203
APBB3	358.5833032	443.9141485	409.9813923	425.8405349	353.1901241	357.9840169
APC	619.1010068	673.905868	570.8353357	605.9273032	505.393603	530.3087013
APC2	105.9900924	112.4850331	109.8514735	73.62663454	78.05306611	87.18808435
APCDD1	0	0	0	0	0	0
APCDD1L	0	0	0	0	0	0
APCDD1L-AS1	3.962246444	0	0	1.989909042	4.878316632	2.051484338
APCS	0	0	0	0	0	1.025742169
APEH	2412.017523	2343.103413	2274.513992	3090.328742	3349.452199	3094.664123
APELA	0	0	0	0	0	0
APEX1	2075.226575	2187.432162	1893.957102	2305.309625	1904.494813	1679.13993
APEX2	722.1194144	683.9491746	587.5092201	686.5186194	631.2541721	733.4056507
APH1A	4177.198313	4209.149766	4736.36398	4513.113707	4637.32779	4524.548707
APH1B	247.6404027	254.0956552	265.8013333	255.7033119	257.5751181	241.0494097
API5	1460.087814	1406.062914	1358.431168	1379.006966	1549.353362	1736.581492
API5P1	0.990561611	1.004330653	0	0.994954521	2.926989979	1.025742169
API5P2	0.990561611	1.004330653	0	0	0.975663326	0
APIP	571.5540495	491.1176892	583.5859532	453.6992615	480.0263565	464.6612025
APITD1	200.0934454	198.8574693	162.8155769	211.9253129	231.2322083	231.8177302
APITD1-CORT	0	0	0	0	0	0
APLF	39.62246444	30.12991958	46.09838622	31.83854467	44.88051301	31.79800723
APLN	5.943369666	11.04763718	6.865717097	1.989909042	1.951326653	8.205937351
APLNR	0	0	0	0	0	0
APLP1	34.66965638	46.19921003	46.09838622	57.70736221	64.39377954	49.23562411
APLP2	3107.391773	3027.052588	2873.793013	3788.786815	3739.71753	3788.06583
APMAP	3192.580072	3115.433685	3166.076398	3176.889785	2889.914773	2889.51569
APOA1	0	0	0	0	0	0
APOA1-AS	0	0	0	0	0	0
APOA2	0	0	0	0	0	0
APOA4	0	0	0	0	0	0
APOA5	0	1.004330653	0	0	0	0
APOB	0	1.004330653	0	0.994954521	0	0
APOBEC1	0	0	0	0	0	0
APOBEC2	0	1.004330653	1.961633456	0.994954521	0.975663326	0
APOBEC3A	0	0	0	0	0	0
APOBEC3AP1	0	0	0	0	0	0
APOBEC3B	84.19773693	101.4373959	84.35023862	96.51058852	132.6902124	128.2177711
APOBEC3B-AS1	0	0	0	0	0	0
APOBEC3C	1403.625803	1496.452673	1488.879793	1195.935334	1155.185378	1227.813376
APOBEC3D	188.2067061	178.7708562	174.5853776	89.54590688	75.12607613	70.77620965
APOBEC3F	189.1972677	186.8055014	185.3743616	120.389497	140.495519	122.0633181
APOBEC3G	1183.721125	1260.434969	1305.467065	446.7345799	422.4622203	388.756282
APOBEC3H	4.952808055	7.03031457	0.980816728	10.94449973	24.39158316	12.30890603
APOBEC4	0	0	0	0	0	0
APOBR	0	0	0.980816728	1.989909042	0	2.051484338
APOC1	63.3959431	72.311807	61.79145387	21.88899946	25.36724648	16.4118747
APOC1P1	0	0	0	0	0	0
APOC2	0	0	0	0	0	0
APOC3	0	0	0	0	0	0
APOC4	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0
APOD	168.3954739	172.7448723	160.8539434	229.8344943	229.2808817	250.2810892
APOE	135.7069407	128.5543236	123.5829077	60.69222577	41.95352303	49.23562411
APOF	0	0	0.980816728	0.994954521	0.975663326	1.025742169
APOH	0	0	0	0	0	0
APOL1	79.24492887	82.35511353	87.2926888	41.78808988	39.02653305	47.18413977
APOL2	340.7531942	299.2905345	317.7846199	231.8244034	254.6481282	238.9979253
APOL3	42.59414927	57.24684721	31.3861353	42.7830444	27.31857314	17.43761687
APOL4	0	0	0	0	0	0
APOL5	0	0	0	0	0	0
APOL6	826.1283835	827.5684579	775.8260319	453.6992615	406.8516071	421.5800314
APOLD1	64.38650471	89.3854281	78.46533825	95.515634	82.93138274	88.21382652
APOM	16.83954739	15.06495979	11.76980074	16.91422685	18.5376032	26.66929639
APOO	327.8758932	296.2775426	331.5160541	389.0272176	337.5795109	334.391947
APOOL	237.7347866	244.0523486	255.0123493	281.5721294	246.8428216	280.0276121
APOOP1	0	0	0	0	0	0
APOOP2	0	0	0	0.994954521	0	0
APOOP3	0	0	0	0	0	0
APOOP4	0	0	0	0	0	0
APOOP5	0	0	0	0	0	0
APOPT1	219.9046776	279.2039215	267.7629668	348.2340823	410.7542604	424.6572579
APP	13100.1773	13003.06896	12329.84709	11228.06177	11031.82523	11723.20725
APPBP2	653.7706632	660.8495695	677.7443591	605.9273032	559.055086	506.7166314
APPL1	1057.9198	1064.590492	973.951011	1024.803156	1092.742925	1142.676776
APPL2	742.9212082	690.9794891	648.3198573	692.4883465	578.5683525	653.3977616
APRT	1539.332743	1470.340076	1287.812364	2265.511444	2568.921538	2296.636716
APTR	120.8485165	116.5023557	107.8898401	156.2078598	157.0817955	140.5266771
APTX	779.5719878	728.1397233	781.7109323	1170.066517	1282.021611	1145.754003
AQP1	48.53751894	38.16456481	37.27103567	13.92936329	6.829643284	7.180195182
AQP10	0	0	0	0	0	0
AQP11	44.57527249	44.19054872	30.40531857	19.89909042	15.61061322	31.79800723
AQP12A	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0
AQP2	0	0	0	0.994954521	0	0
AQP3	184.2444596	175.7578642	168.7004772	11.93945425	8.780969937	12.30890603
AQP4	0	0	0	0	0	0
AQP4-AS1	0	0	0	0	0	0
AQP5	3.962246444	9.038975875	3.923266912	6.964681646	6.829643284	2.051484338
AQP6	3.962246444	3.012991958	3.923266912	3.979818083	3.902653305	7.180195182
AQP7	2.971684833	7.03031457	3.923266912	3.979818083	3.902653305	6.154453013
AQP7P1	6.933931276	3.012991958	8.827350553	6.964681646	3.902653305	3.077226507
AQP7P2	1.981123222	3.012991958	3.923266912	3.979818083	5.853979958	1.025742169
AQP7P4	0	0	0	0.994954521	0	0
AQP8	0	0	0	0	0	0
AQP9	0	0	0.980816728	0	0	0
AQR	986.5993645	1041.490887	945.5073259	1135.243108	1185.430941	1224.73615
AR	55.47145021	47.20354068	48.06001968	45.76790796	27.31857314	25.64355422
ARAF	1265.937739	1297.595203	1339.795651	1277.521605	1329.829114	1294.486617
ARAFP1	0	0	0	0	0	0
ARAFP2	0	0	0	0	0	0
ARAFP3	0	0	0	0	0	0
ARAP1	1798.859885	1763.604626	1829.223198	1835.691091	1974.742572	2146.878359
ARAP1-AS1	0	0	0.980816728	0	0	0
ARAP1-AS2	0.990561611	2.008661306	1.961633456	0.994954521	1.951326653	0
ARAP2	228.8197321	190.822824	190.2784452	212.9202675	212.6946051	221.5603085
ARAP3	1155.9854	1085.681436	1167.171906	1143.202744	1081.034966	1157.037166
ARC	102.0278459	99.42873463	121.6212743	283.5620384	330.7498676	360.0355013
ARCN1	4116.774055	4068.543475	3941.90243	5149.8846	5231.506756	5348.219668
AREG	15.84898577	16.06929044	21.57796802	19.89909042	25.36724648	35.90097591
AREL1	797.4020968	751.2393283	723.8427453	744.2259816	752.2364246	779.5640483
ARF1	8761.517449	9018.889262	9100.99842	10352.50179	10297.15075	10095.35443
ARF1P1	0	0	0	0	0	0
ARF1P2	0	0	0	0	0	1.025742169
ARF1P3	0	0	0	0	0	0
ARF3	2983.571572	3072.247467	3030.72369	2822.685976	2813.813033	2569.484133
ARF4	4392.150183	4275.435589	4397.001392	4633.503204	4711.478203	4670.204095
ARF4-AS1	5.943369666	6.025983917	3.923266912	19.89909042	30.24556312	16.4118747
ARF4P1	0	2.008661306	0.980816728	0	0	2.051484338
ARF4P2	1.981123222	3.012991958	2.942450184	0.994954521	0.975663326	2.051484338
ARF4P3	1.981123222	0	0	0	0	0
ARF4P4	0	0	0	0	0	0
ARF5	2121.782971	2040.799886	2185.25967	2042.641631	2040.112015	2044.304143
ARF6	1989.047715	1867.050684	1844.916266	2397.840395	2417.693723	2419.725776
ARFGAP1	2431.828755	2309.960501	2428.502219	2726.175387	2872.352833	2646.414796
ARFGAP2	1531.40825	1417.110551	1391.778937	1589.937324	1435.200753	1299.615328
ARFGAP3	520.0448457	571.4641414	569.854519	554.1896681	544.4201361	507.7423736
ARFGEF1	1127.259113	1136.902299	1182.864974	1252.647742	1289.826917	1285.254938
ARFGEF2	2469.470096	2361.181365	2379.461382	2170.990764	2174.753554	2122.260547
ARFGEF3	292.2156752	349.5070672	304.0531857	259.6831299	302.4556312	305.6711663
ARFIP1	784.5247958	834.5987725	833.6942189	760.1452539	780.5306611	786.7442435
ARFIP2	1679.992492	1773.647933	1685.043139	1545.164371	1578.623262	1536.561769
ARFRP1	766.6946869	800.4515303	741.4974464	1809.822273	1992.304512	1985.836839
ARG1	0.990561611	0	0.980816728	0	0	0
ARG2	311.0363458	318.3728169	333.4776876	97.50554304	119.0309258	112.8316386
ARGFX	0	0	0	0	0	0
ARGFXP1	0	0	0	0	0	0
ARGFXP2	0.990561611	3.012991958	1.961633456	1.989909042	0	1.025742169
ARGLU1	3724.511657	3607.555705	3239.637653	3073.414515	2958.211205	3280.323456
ARHGAP1	1081.693279	1041.490887	1167.171906	1386.966602	1382.514933	1486.300403
ARHGAP10	133.7258175	134.5803075	132.4102583	224.8597217	232.2078717	212.328629
ARHGAP11A	363.5361112	446.9271405	371.7295399	559.1644407	675.1590218	622.6254965
ARHGAP11B	103.0184075	91.39408941	92.19677244	86.56104331	104.3959759	102.5742169
ARHGAP12	2055.415343	2011.674298	2045.983695	1504.371236	1360.074677	1297.563844
ARHGAP15	19.81123222	14.06062914	17.65470111	15.91927233	8.780969937	10.25742169
ARHGAP17	419.0075614	461.9921003	477.6577466	611.8970303	556.128096	575.4413567
ARHGAP18	864.7602863	823.5511353	810.1546174	1109.374291	1087.864609	1188.835174
ARHGAP19	391.2718363	391.6889546	397.2307749	376.0928089	375.6303806	418.5028049
ARHGAP19-SLIT1	0	0	0.980816728	0	0	0
ARHGAP20	1.981123222	2.008661306	0	2.984863563	1.951326653	3.077226507
ARHGAP21	583.4407888	543.3428832	550.2381845	415.8909897	471.2453866	460.5582338
ARHGAP22	80.23549048	74.32046831	87.2926888	159.1927233	164.8871021	184.6335904
ARHGAP22-IT1	0	0	0	0	0	0
ARHGAP23P1	1.981123222	9.038975875	7.846533825	4.974772604	3.902653305	5.128710844
ARHGAP24	188.2067061	155.6712512	134.3718917	127.3541787	97.56633263	125.1405446
ARHGAP25	37.64134121	37.16023415	33.34776876	8.954590688	13.65928657	15.38613253
ARHGAP26	528.9599002	478.0613907	511.0055153	424.8455804	419.5352303	476.9701085
ARHGAP26-AS1	0.990561611	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0
ARHGAP27	330.847578	328.4161235	371.7295399	330.3249009	306.3582845	306.6969085
ARHGAP28	62.40538149	52.22519395	37.27103567	40.79313535	36.09954307	44.10691326
ARHGAP29	2655.695679	2437.510494	2541.296142	3901.216676	3667.518444	3710.109425
ARHGAP30	33.67909477	40.17322611	41.19430258	45.76790796	56.58847293	62.5702723
ARHGAP31	322.9230852	312.346833	314.8421697	259.6831299	251.7211382	246.1781205
ARHGAP31-AS1	3.962246444	5.021653264	1.961633456	11.93945425	0.975663326	5.128710844
ARHGAP32	500.2336135	415.7928903	475.6961131	366.1432637	370.752064	392.8592507
ARHGAP33	42.59414927	62.26850047	54.92573677	52.7325896	37.0752064	38.97820242
ARHGAP35	3042.014707	3032.074241	3147.44088	2319.238988	2089.870845	2155.084297
ARHGAP36	0	0	0	0	0	0
ARHGAP39	151.5559265	148.6409366	130.4486248	325.3501283	281.9667013	234.8949567
ARHGAP4	1278.81504	1358.859373	1353.527085	1830.716318	1662.530308	1560.153839
ARHGAP40	0.990561611	1.004330653	0.980816728	0	1.951326653	1.025742169
ARHGAP42	94.10335304	86.37243614	98.08167281	53.72754413	45.85617634	50.26136627
ARHGAP42P1	0	1.004330653	0	0	0	0
ARHGAP42P2	0	0	0	0	0	0
ARHGAP42P3	0	0	0	0	0	0
ARHGAP42P4	0	0	0	0	0	0
ARHGAP42P5	0	0	0	0	0.975663326	0
ARHGAP44	77.26380565	66.28582309	86.31187207	80.59131619	53.66148295	78.982147
ARHGAP45	190.1878293	239.0306954	195.1825289	141.283542	158.0574589	128.2177711
ARHGAP5	1700.794286	1554.703851	1599.712084	1158.127062	1176.649972	1076.003535
ARHGAP5-AS1	130.7541326	129.5586542	127.5061747	116.4096789	80.00439276	74.87917833
ARHGAP6	5.943369666	6.025983917	5.884900369	9.949545208	4.878316632	0
ARHGAP8	0	0	0	0	0	0
ARHGAP9	27.73572511	32.13858089	37.27103567	26.86377206	22.44025651	17.43761687
ARHGDIA	4737.856185	4342.725743	4451.927129	5386.683776	5671.530916	5553.368102
ARHGDIB	36.6507796	40.17322611	20.59715129	26.86377206	38.05086973	26.66929639
ARHGDIG	7.924492887	1.004330653	9.808167281	3.979818083	2.926989979	6.154453013
ARHGEF1	5167.759924	5208.458765	5455.302642	5806.554584	5851.052968	6161.633208
